[00-00] "!MissingString!"
[B1-11] "Draoi Spraidh!"
[B2-11] ""
[B3-11] "Perdonami padrone..."
[B4-11] "Non vali niente per me, Bardo!"
[B5-11] "Patetico!"
[B6-11] "Ti sbatterò al tappeto!"
[B7-11] ""
[B8-11] "Sta' fermo!"
[B9-11] "Combatti da uomo!"
[BA-11] ""
[BB-11] "Non è corretto..."
[BC-11] "Così impari!"
[BD-11] "Hai avuto la tua occasione, Bardo!"
[BE-11] "Ora morirai!"
[BF-11] ""
[C0-11] "Sguir!"
[C1-11] "Taghairm!"
[C2-11] "Spadhadh!"
[C3-11] ""
[C4-11] "Hai commesso un... errore..."
[C5-11] "Arrenditi, Bardo!"
[C6-11] "Non sperare di vincere!"
[C7-11] "La tua sconfitta è inevitabile!"
[C8-11] "Ti batterò, dannato Bardo!"
[C9-11] "Un colpo stupendo!"
[CA-11] ""
[CB-11] "Troppo lento!"
[CC-11] ""
[CD-11] "Una morte incerta..."
[CE-11] "Fidatevi delle tattiche Trow!"
[CF-11] "Conoscerai la sconfitta!"
[D0-11] "Fnarf finalmente ti finirà!"
[D1-11] ""
[D2-11] ""
[D3-11] ""
[D4-11] ""
[D5-11] ""
[D6-11] ""
[D7-11] ""
[D8-11] ""
[D9-11] ""
[DA-11] ""
[DB-11] "Metterò fine alla tua follia, Bardo!"
[DC-11] "Liane, stritolatelo!"
[DD-11] "Marcisci"
[DE-11] "Schiaccia!"
[DF-11] "Tutto finisce, prima o poi..."
[E0-11] "Ritorna alla terra."
[E1-11] "Sparisci!"
[E2-11] "Il mietitore è giunto per te!"
[E3-11] "Wodan!"
[E4-11] "Raarrrr!"
[E5-11] ""
[E6-11] "Fermo là e svuota le tasche, feccia!"
[E7-11] "Dammi tutto quel che hai di prezioso!"
[E8-11] ""
[E9-11] ""
[EA-11] "Non avrei mai voluto...morire...in battaglia..."
[EB-11] "Più bottino per me!"
[EC-11] "Un'altra vittima!"
[ED-11] "Sento il tintinnio delle monete."
[EE-11] "Credi di essere uomo abbastanza da affrontarmi, Bardo?"
[EF-11] "Vae Victus!"
[F0-11] ""
[F1-11] "Munio Chalybeius!"
[F2-11] "Imbris Quiris!"
[F3-11] "Imbris Gladius!"
[F4-11] ""
[F5-11] "Impossibile....Sono invincibile..."
[F6-11] "Hahaha... non hai speranze contro di me!"
[F7-11] "Un'altra vittoria!"
[F8-11] "Sono il migliore!"
[F9-11] "Perirai, Bardo!"
[FA-11] ""
[FB-11] "Muori!"
[FC-11] "Draoi Fead!"
[FD-11] ""
[FE-11] "Fionnaoch...salvami..."
[FF-11] "E' tutto troppo facile!"
[00-12] "Sei mio!"
[01-12] ""
[02-12] "Terra!"
[03-12] ""
[04-12] "All'attacco!"
[05-12] "Preparati ad assaggiare la collera dei cieli!"
[06-12] "Assaggia la mia collera!"
[07-12] ""
[08-12] "Ho...fallito..."
[09-12] "Nessuno può resistere alla mia forza!"
[0A-12] "Tutti periranno!"
[0B-12] "Per la rovina!"
[0C-12] "Anime fresssssche!"
[0D-12] "Muori!"
[0E-12] ""
[0F-12] ""
[10-12] "Vieni a me."
[11-12] ""
[12-12] "Aaaaaaarghhh!"
[13-12] "Sììììììì!"
[14-12] "Mi nutro!"
[15-12] "Animeeeee!"
[16-12] ""
[17-12] ""
[18-12] ""
[19-12] ""
[1A-12] ""
[1B-12] ""
[1C-12] ""
[1D-12] ""
[1E-12] ""
[1F-12] ""
[20-12] ""
[21-12] ""
[22-12] ""
[23-12] ""
[24-12] ""
[25-12] ""
[26-12] ""
[27-12] ""
[28-12] ""
[29-12] ""
[2A-12] "Fino alla morte!"
[2B-12] ""
[2C-12] "Fino alla morte!"
[2D-12] "Bella... lotta..."
[2E-12] "Nessuno batte Silkbeard, feccia!"
[2F-12] ""
[30-12] "Woden!"
[3D-12] "Credo che tu abbia ucciso la gallina sbagliata."
[3E-12] "Ma quanto mai potrà esser difficile? E' una gallina! Mangerò come un re per settimane!"
[43-12] "Non ho la più pallida idea di come usare una cosa del genere."
[54-12] "E fu in questo preciso momento che il Bardo cominciò a dispiacersi della sua incapacità di procurarsi un'arma a distanza. Non è che forse gli stava balenando in testa il pensiero di fare un salto al negozio qui vicino per comprare un arco?"
[58-12] "Più il Bardo è forte, maggiori i danni che può infliggere con le armi da mischia."
[59-12] "Un'alta vitalità aumenterà la salute del Bardo, rendendolo più ostico da sconfiggere in battaglia."
[5A-12] "La fortuna entra in gioco in diverse occasioni nel corso delle avventure del Bardo."
[5B-12] "Un'elevata destrezza permette al Bardo di infliggere danni maggiori con le armi a distanza."
[5C-12] "I negozianti faranno degli sconti sostanziosi al Bardo, se quest'ultimo è dotato di un forte carisma."
[5D-12] "Il ritmo permette al Bardo di suonare le melodie magiche con maggior abilità, migliorando le caratteristiche delle creature evocate."
[5E-12] "Il Bardo era debole come un poppante."
[5F-12] "Il Bardo non era né particolarmente forte, né particolarmente debole."
[60-12] "Un giovanotto vigoroso, il Bardo era dotato di una grande forza... fisica, più che morale."
[61-12] "Capace di piegare l'acciaio con i denti e di sollevare con facilità enormi massi... Beh, forse no, ma il Bardo era molto molto forte."
[64-12] "Data la sua poca vitalità, persino un banale raffreddore rappresentava una seria minaccia per il nostro Eroe malaticcio."
[65-12] "La salute del Bardo era nella norma."
[66-12] "Una grande resistenza alle malattie e alle ferite era di grande aiuto al Bardo nel corso dei suoi pericolosi viaggi."
[67-12] "Quasi come un bue o un qualsiasi animale grosso, puzzolente e senza cervello, il Bardo poteva vantare una salute di ferro."
[68-12] "Il Bardo era così sfortunato che i gatti neri erano costretti a toccare ferro ogni volta che lui attraversava la loro strada."
[69-12] "Il Fato non ha mai sorriso al nostro eroe, né si è mai accanito su di lui."
[6A-12] "Il Bardo era molto fortunato. Come avrebbe fatto a sopravvivere, altrimenti?"
[6B-12] "Pareva quasi che un potere celeste proteggesse il Bardo, garantendogli il massimo della fortuna persino nelle situazioni più pericolose. Dannazione."
[6C-12] "Sia che si inciampasse da solo o che si lasciasse sfuggire l'arco mentre cercava di incoccare un freccia, il Bardo forniva sempre l'occasione per una risata."
[6D-12] "Il Bardo possedeva una discreta quantità di destrezza manuale."
[6E-12] "La battuta del Bardo era sempre pronta tanto quanto le sue rapidissime mani."
[6F-12] "Dita svelte e occhio fermo rendevano il Bardo un cecchino letale."
[70-12] "Gli altri tendevano ad avere una cattiva impressione del Bardo. Non riesco ad immaginare il motivo."
[71-12] "Il Bardo non era più carismatico della norma."
[72-12] "Il Bardo possedeva una certa aura intorno a sé che lo metteva in buona luce di fronte agli altri... le prime impressioni possono essere davvero ingannevoli."
[73-12] "L'aspetto affascinante e disinvolto permetteva al Bardo di entrare nelle grazie di molte persone ignare."
[74-12] "Non ho idea di come una persona con un così scarso senso del ritmo possa fregiarsi del titolo di 'bardo'."
[75-12] "Il Bardo aveva un senso del ritmo nella media, il che è davvero poco per qualcuno che si definisce un musicista."
[76-12] "Un buon senso del ritmo e del tempo permettevano al Bardo di fregiarsi giustamente del suo titolo."
[77-12] "'Virtuoso' è la sola parola capace di descrivere in qualche modo l'incommensurabile talento musicale del Bardo."
[78-12] "Premi [7D-00] per depredare [3A-26]."
[79-12] "Prescelto mangiucchiato"
[7A-12] "Ex-Prescelto"
[7B-12] "Cadavere del Prescelto"
[83-12] "Volume"
[84-12] "Nuova Melodia"
[85-12] "Melodia Migliorata"
[86-12] "Ratto"
[87-12] "Ratto Vorpal"
[88-12] "Mercenario"
[89-12] "Cavaliere"
[8A-12] "Guerriera"
[8B-12] "Bruto"
[8C-12] "Fattucchiera"
[8D-12] "Incantatrice"
[8E-12] "Guardia del Corpo"
[8F-12] "Furfante"
[90-12] "Elementale"
[91-12] "Colosso"
[92-12] "Ragno del Tuono"
[93-12] "Knocker"
[94-12] "Esploratore"
[95-12] "Gouger"
[96-12] "Fuoco fatuo"
[97-12] "Ok"
[98-12] "Sì"
[99-12] "No"
[9A-12] ""
[9B-12] ""
[9C-12] ""
[9D-12] ""
[9E-12] "Salvataggio Fallito!"
[9F-12] "Caricamento Fallito!"
[A0-12] ""
[A1-12] ""
[A2-12] "Desideri Salvare?"
[A3-12] "Ossa Consumate"
[A4-12] "Prigione nella Foresta"
[A5-12] "Aspetta un attimo. Ho appena ucciso tutti quei cosi e adesso me li ritrovo davanti? Stai leggendo bene?"
[A6-12] "Beh, forse la sto infiorando un po': rende la storia molto più emozionante."
[AA-12] "Missione Principale -"
[AB-12] "Vai nella cantina e indaga sul problema del ratto."
[AC-12] "Estingui il fuoco."
[AD-12] "Sconfiggi il ratto gigante."
[AE-12] "Ritorna da Mary."
[AF-12] "Parla con il Misterioso vecchio fuori dalla taverna."
[B0-12] "Trova Bannafeet nei Boschi di Fairyhaunt"
[B1-12] "Vai fino al pozzo...e saltaci dentro."
[B2-12] "Vai a 'parlare' con Bannafeet."
[B3-12] "Libera Ketill Swart dalla prigione nella Foresta di Houton."
[B4-12] "Tira le leve nel giusto ordine per liberare i prigionieri."
[B5-12] "Ritorna da Bannafeet nei Boschi di Fairyhaunt."
[B6-12] "Viaggia verso la città di Kirkwall e trova Bodb."
[B7-12] "Trova il 'giusto' Bodb."
[B8-12] "Cerca una via per passare attraverso il buio magazzino."
[B9-12] "Informati su questa Principessa."
[BA-12] "Ottieni la Magica Campana da Finn il Contadino"
[BB-12] "Uccidi tutti i corvi del campo."
[BC-12] "Ritorna da Finn il Contadino"
[BD-12] "Trova Conner e convincilo a tornare tra le braccia della figlia del Contadino."
[BE-12] "Trova il cavallo che ha la Magica Campana."
[BF-12] "Ritorna da Bodb."
[C0-12] "Vai al Parco dell'Altipiano e ottieni lo strumento dal Trow."
[C1-12] "Trova Fnarf e ottieni lo strumento da lui."
[C2-12] "Ritorna a Kirkwall e parla con Bodb."
[C3-12] "Vai alla Torre della Foresta e sconfiggi il Guardiano della Torre."
[C4-12] "Ritorna a Kirkwall e parla con Bodb."
[C5-12] "Viaggia verso la Torre della Montagna attraverso il Passo della Montagna."
[C6-12] "Trova la Spada del Trow e rimuovi la maledizione."
[C7-12] "Trova una via per uscire dalla Tomba."
[C8-12] "Vai alla Torre della Montagna e sconfiggi il Guardiano della Torre."
[C9-12] "Vai a Dounby e incontra Dugan al Tamburo Aiken."
[CA-12] "Viaggia verso le Greenlands e ottieni l'Ascia dell'Ombra da MacRath."
[CB-12] "Sconfiggi il Nuckelavee."
[CC-12] "Scorta MacRath a Dounby. Forse Dugan capisce cosa diavolo farfuglia."
[CD-12] "Dirigiti verso le rovine del castello dei MacRath e trova l'Ascia dell'Ombra nelle segrete."
[CE-12] "Viaggia verso Stromness e trova un modo per raggiungere la Torre dell'Isola."
[CF-12] "Segui Hatcher verso le Miniere dei Firbolg."
[D0-12] "Attraversa le Miniere verso la Torre dell'Isola."
[D1-12] "Trova il Firbolg e porta ad Olav la prova della sua morte."
[D2-12] "Ritorna da Olav."
[D3-12] "Usa la Guardia del Corpo Migliorata per neutralizzare il muro magico."
[D4-12] "Va' alla Torre dell'Isola e sconfiggi il guardiano della torre."
[D5-12] "Recati a Dounby, salva la Principessa Caleigh e vivete felici e contenti per sempre... o almeno per una settimana circa."
[D6-12] "Missione del Bugbear -"
[D7-12] "Esplora l'antro del Bugbear."
[D8-12] "Ritorna da Darraud."
[D9-12] "Ketill Swart -"
[DA-12] "Vai a Neversdale e trova il nascondiglio."
[DB-12] "Vai a Neversdale e cattura Ketill."
[DC-12] "Cattura Ketill Swart...di nuovo."
[DD-12] "Riporta Ketill a Houton."
[DE-12] "Ogan -"
[DF-12] "Dì ad Ogan che sua madre lo saluta."
[E0-12] "Informa la Madre di Ogan della morte del figlio."
[E1-12] "Bottaio -"
[E2-12] "Distruggi una gran quantità di barili!"
[E3-12] "Jean e Jacques -"
[E4-12] "Trova Donnan e fatti dare i soldi che deve a Jean e Jacques."
[E5-12] "Ritorna da Jean e Jacques."
[E6-12] "Trova Caitir e fatti dare la rana d'argento che deve a Jean e Jacques."
[E7-12] "Ritorna da Jean e Jacques."
[E8-12] "Finstown -"
[E9-12] "Vai a Finstown e reclama la tua giusta ricompensa."
[EA-12] "I Fratelli Trow -"
[EB-12] "Trova l'altro Trow a Stromness."
[EC-12] "Un normalissimo ratto. Mi riferisco naturalmente all'animale e non al Bardo!"
[ED-12] "Una creatura crudele e spietata. Nonostante fosse gracilino, questo ratto era senz'ombra di dubbio il roditore più irascibile che fosse mai esistito. Da questo punto di vista il Bardo lo superava di un'incollatura"
[EE-12] "Il Mercenario. Con tutte le sue qualità tipiche. Rozzo, insolente e voglioso di scontrarsi con qualcuno. Ancora una volta si potrebbe fare uno scontato paragone con il Bardo."
[EF-12] "Un valoroso Cavaliere, onesto, impavido, nobile, quasi invincibile in battaglia. E naturalmente anche non molto sveglio... ma vedendo il nostro 'eroe', si può ben dire: 'nessuno è perfetto'."
[F0-12] "La Guerriera vantava una precisione letale con la balestra e una sorprendende agilità in battaglia. Eguagliava in abilità la maggior parte degli uomini. Se invece parliamo di uomini come il Bardo, poi, ne valeva almeno dieci."
[F1-12] "Una grossa roccia e un forte braccio. Il Bruto era estremamente bravo a distruggere qualsiasi cosa gli capitasse davanti. Ah, se solo il Bardo avesse avuto un'intera squadra di tipi così."
[F2-12] "L'Elementale del Fuoco. Un inferno di fuoco liquido in ebollizione, molto efficace nel bruciare le cose e in poco altro. Questo, naturalmente, lo rendeva più utile del Bardo."
[F3-12] "Un essere scheletrico del Piano del Fuoco, il Colosso era un avversario spaventoso in grado di incenerire molti nemici con un'unica, devastante carica."
[F4-12] "Nonostante la sua fragilità, il Ragno del Tuono era in grado di distruggere molti nemici con scariche di fulmini che non davano il tempo di reagire."
[F5-12] "I Knocker sono noti per la loro ingegnosità nel creare fantastici aggeggi e questo non faceva eccezione. I suoi bastoni del fulmine erano in grado di cambiare l'esito di una battaglia in un istante."
[F6-12] "Un tempo un impavido cercatore di tesori perduti, l'Esploratore era ancora in grado di trovare segreti e rilevare trappole. Quanto a evitare queste ultime, tuttavia, la questione era ben diversa."
[F7-12] "La Fata di Luce. Una curiosa creatura attratta dalla Musica, sempre ben disposta ad illuminare la via quando si è circondati dalle tenebre."
[F8-12] "Mai prima d'allora era esistita una creatura come il Gouger, che si nutriva dell'energia vitale dei suoi nemici, curando nel frattempo i suoi alleati."
[F9-12] "La Guardia del Corpo aveva giurato di difendere i suoi protetti da ogni tipo di attacco a distanza. Forse qualcuno avrebbe dovuto fornirgli uno scudo più grande."
[FA-12] "Una pericolosa tentatrice ed assassina, la Furfante attirava a sé i suoi nemici, per scomparire poi in un lampo, lasciandosi dietro solo dolore e morte. Il Bardo, invece, lasciava dietro a sé una scia di dolore e morte senza nemmeno farlo apposta."
[FB-12] "Un esempio vivente di contrasto. Nonostante avesse l'aspetto di una vecchia e crudele strega, la Fattucchiera era un'esperta nell'offrire aiuto ai feriti in battaglia."
[FC-12] "Un essere di pura magia, l'Incantratrice poteva usare molti incantesimi benefici per soccorrere i suoi alleati nei momenti di necessità."
[FD-12] "Attualmente non sono presenti missioni."
[01-13] ""
[02-13] ""
[03-13] ""
[05-13] "Equipaggiamento"
[09-13] "Una normale zampa di coniglio. Alcuni credono che porti fortuna."
[0A-13] "I ferri di cavallo hanno fama di fornire protezione dalla cattiva sorte, dai sortilegi e dal malocchio."
[0B-13] "Si dice che le quattro foglie del quadrifoglio rappresentino la Speranza, la Fede, l'Amore, la Fortuna. Solo l'ultima poteva, in qualche modo, essere collegata al Bardo."
[0C-13] "Guanti pesanti, confezionati con pelle di tasso, che trasferivano a chi li indossava una porzione della forza e della ferocia degli animali selvatici. Per una tragica coincidenza, puzzavano anche come un tasso morto."
[0D-13] "Questa cintura, con la sua fibbia intagliata dal cuore di un'enorme quercia, forniva a chi l'indossava un'immensa forza."
[0E-13] "Antichi bracciali Firbolg, indossati da Firbolg d'alto rango e considerati simbolo di forza di carattere e fisica. Questi bracciali, tramandati di padre in figlio fino all'inutile Bardo, contenevano la forza di ogni Firbolg che li aveva indossati."
[0F-13] "Questo piccolo emblema era un tempo indossato dal leggendario eroe Fionnaoch. Si dice che al suo possessore fossero garantite maggior grazia e agilità."
[10-13] "Questi stivali, un tempo indossati da Duncan MacClaidh, il grande guerriero delle Highlands, facevano parte di un set creato apposta per il mitico eroe. Gli altri sono andati perduti da tempo e senza dubbio non ne rimane che un paio."
[11-13] "Una pietra consunta ed antica, colpita da diversi fulmini durante un gran temporale migliaia di anni fa. Nonostante molti, nei secoli, abbiano cercato di catturare i fulmini in una bottiglia, il Bardo si doveva accontentare di una pietra."
[12-13] "Un collare d'argento finemente lavorato. Questo splendido esemplare è in grado di migliorare l'aspetto di chiunque lo indossi."
[13-13] "Simbolo di potere e comando, chi indossava questa corona otteneva facilmente il rispetto degli altri. Un tempo esibita da re e da personaggi d'alto rango, questa corona d'oro era adesso indossata... dal Bardo. Dalle stelle alle stalle."
[14-13] "Il leggendario Bardo Ossian un tempo indossava questo bel mantello. Un grand'uomo, rispettato ed amato dal popolo e dai nobili del suo tempo, il nome d'Ossian è d'ispirazione persino al giorno d'oggi. Si poteva sperare che un po' della sua grandezza si trasferisse al nostro Bardo, ma era come sperare di vedere un asino con le ali."
[15-13] "Questo amuleto, foggiato in una lega di rame e argento, era stato incantato per portare buona salute a chi lo indossava."
[16-13] "Un medaglione creato dal piccolo popolo delle isole meridionali. Molti pensavano che tali amuleti fossero in grado di portare lunga vita e buona salute ai loro possessori. Certo, questo amuleto in particolare conteneva anche una terribile maledizione... muahahaha... Oh, d'accordo: la maledizione non c'era, ma potrò sognare anch'io, per una volta?"
[17-13] "Questo recipiente di vetro contiene le lacrime della Regina Medb di Connacht, entrata nel mito per le sue battaglie con l'eroe Cuchulainn."
[18-13] "Questo amuleto è stato incantato dal Trow Fnarf per sopperire al suo scarso talento musicale. Beh...non che il nuovo proprietario sia molto più portato di quello precedente."
[19-13] "Originariamente riportato alla luce tra le rovine dell'antica Tara, questo anello un tempo apparteneva ad un grande musicista e ora è pregno di una parte del suo talento."
[1A-13] "Questa coppa apparteneva un tempo ad un re valoroso. Si dice che le bugie la mandassero in frantumi e che la verità fosse in grado di tenerla unita. Da quando è nelle mani del Bardo pare che si siano formate diverse crepe."
[1B-13] "Il Cardo Dorato, da secoli un simbolo della terra e della sua gente. Questo anello racchiudeva in sé la benedizione della terra, migliorando la salute di chi l'indossava."
[1C-13] "Un antico tomo contenente molti miti e leggende popolari, come ad esempio il ciclo di Fionn che narra delle grandi imprese dei Quattro Fratelli. Quattro fratelli... mi suona familiare."
[1D-13] "Un antico codice, un tempo ritenuto perduto, contenente leggi e testi religiosi. Ovviamente il Bardo non si è mai preso la briga di leggerlo."
[1E-13] "Questo Cannocchiale d'oro fu creato dall'antico alchimista Lyral di Howth. Si dice che permettesse al suo possessore di individuare oggetti di valore presenti nei paraggi."
[1F-13] "Il Mantello un tempo indossato da Broonie, autoproclamatosi Re dei Trow. Certamente il buon vecchio Broonie starà cercando chi gliel'ha rubato. Se tutto va bene, in uno dei capitoli successivi riuscirà a raggiungere il Bardo."
[20-13] "Un amuleto che reca il simbolo del dio del mare Llyr. Chiunque l'indossi è protetto dai pericoli."
[21-13] "Una scheggia della Lia Fail, o 'pietra del destino'. Si dice che tale pietra sia in grado di preannunciare l'arrivo di un Re emettendo un ruggito quando da questi viene calpestata. Ovviamente non ha emesso nemmeno un miagolio quand'è finita tra le mani del bardo."
[2F-13] "Niente"
[30-13] "Spada:"
[31-13] "A Due Mani:"
[32-13] "Pugnale:"
[33-13] "Mazzafrusto:"
[34-13] "A Distanza:"
[35-13] "Strumento:"
[36-13] "Protezione:"
[37-13] "Scudo"
[38-13] "Consente al Bardo di usare armi a due mani."
[39-13] "Consente al Bardo di combattere con un pugnale in una mano e una spada nell'altra."
[3A-13] "Consente al Bardo di usare un mazzafrusto."
[3B-13] "Il Bardo colpirà automaticamente col suo scudo dopo la parata, tramortendo i suoi nemici."
[3C-13] "Il Bardo contrattaccherà con un movimento rotatorio dopo aver parato, mandando al tappeto i suoi nemici. Usata in combinazione con l'abilità 'armi doppie'."
[3D-13] "Il Bardo contrattaccherà con un movimento rotatorio dopo aver parato, mandando al tappeto i suoi nemici. Usata in combinazione con l'abilità 'a due mani'."
[3E-13] "Un potente attacco frontale che tramortisce i nemici. Usato in combinazione con l'abilità 'spada'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[3F-13] "Un micidiale attacco frontale. Usato in combinazione con l'abilità 'armi doppie'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[40-13] "Un violento attacco rotante. Usato in combinazione con l'abilità 'a due mani'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[41-13] "Un potente attacco rotante che tramortisce i nemici. Usato in combinazione con l'abilità 'mazzafrusto'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[42-13] "Un potente colpo a distanza che trapassa il bersaglio. Usato in combinazione con l'abilità 'a distanza'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[43-13] "Un attacco a distanza che spara una moltitudine di frecce che trapassano i loro bersagli. Usato in combinazione con l'abilità 'a distanza'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[44-13] "Concede al Bardo la possibilità di effettuare un colpo critico sui suoi nemici, infliggendo del danno aggiuntivo."
[45-13] "Una maggiore possibilità di causare un colpo critico ancor più letale."
[46-13] "Il Bardo riceve monete aggiuntive per ogni tesoro che trova."
[54-13] "Anello del Cardo Dorato"
[55-13] "Libro Bianco di Rhydderch"
[56-13] "Libro Bianco di Hergest"
[57-13] "Cannocchiale Dorato"
[58-13] "Mantello di Broonie"
[59-13] "Amuleto di Llyr"
[5A-13] "Falstone"
[5D-13] "Ricompensa"
[5E-13] "-  vuoto  -"
[5F-13] ""
[60-13] "Annulla"
[61-13] ""
[62-13] ""
[63-13] "Salvataggio Completato!"
[64-13] "Caricamento Completato!"
[65-13] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is not initialized for use with this title.  'The Bard's Tale' requires 389KB to save data.  Do you want to initialize the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1?"
[66-13] ""
[67-13] "No memory card (8MB)(for PlayStation®2) inserted in MEMORY CARD slot 1. Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for 'The Bard's Tale'  in MEMORY CARD slot 1."
[68-13] "Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is unformatted.  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for 'The Bard's Tale' in MEMORY CARD slot 1."
[69-13] "Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 does not contain a saved game for 'The Bard's Tale'.  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for 'The Bard's Tale' in MEMORY CARD slot 1."
[6A-13] "Seleziona un salvataggio da caricare."
[6B-13] "Seleziona uno spazio per il tuo salvataggio."
[6D-13] "Mercenario Migliorato"
[6E-13] "Cavaliere Migliorato"
[6F-13] "Guerriera Migliorata"
[70-13] "Bruto Migliorato"
[71-13] "Elementale Migliorato"
[72-13] "Colosso Migliorato"
[73-13] "Ragno del Tuono Migliorato"
[74-13] "Knocker Migliorato"
[75-13] "Fattucchiera Migliorata"
[76-13] "Incantatrice Migliorata"
[77-13] "Guardia del Corpo Migliorata"
[78-13] "Furfante Migliorata"
[79-13] "Esploratore Migliorato"
[7A-13] "Gouger Migliorato"
[7B-13] "Fata di Luce Migliorata"
[7C-13] "Ratto"
[7D-13] "Ratto Vorpal"
[87-13] "Opzioni Salvataggio"
[88-13] "Carica Gioco"
[89-13] ""
[8A-13] "La Prigione Infernale"
[8B-13] "Armi e Armature di O'dells"
[8C-13] "Chateau D'Reynard"
[8D-13] "Casa di Caitir"
[8E-13] "Casa di Donnan"
[8F-13] "Il Tamburo Aiken"
[90-13] "Torre di Dounby, Cortile"
[91-13] "Torre di Dounby, Livello 1"
[92-13] "Torre di Dounby, Livello 2"
[93-13] "Torre di Dounby, Livello 3"
[94-13] "Torre di Dounby, Livello 4"
[95-13] "Torre di Dounby, Livello 5"
[96-13] "Torre di Dounby, Livello 6"
[97-13] "Torre di Dounby, Livello 7"
[98-13] "Torre di Dounby, Livello 8"
[99-13] "Torre di Dounby, Livello 9"
[9A-13] "Torre di Dounby, Livello 10"
[9B-13] "Torre di Dounby, Livello 11"
[9C-13] "Camere di Fionnaoch"
[9D-13] "Da Dirk, Equipaggiamenti Usati"
[9E-13] "Quartier Generale di Silkbeard"
[9F-13] "Livello di Lava Obbligatorio"
[A0-13] "Greenlands, Pianure Meridionali"
[A1-13] "Nel frattempo a Kirkwall..."
[A2-13] "In cima alla Torre di Dounby"
[A3-13] "Camere di Fionnaoch, Torre di Dounby"
[A4-13] "Nel frattempo fuori dalla Torre..."
[A5-13] "Ufficio dello Sceriffo"
[A6-13] ""
[A7-13] "Prigione nella Foresta"
[A8-13] "Tumulo di Pietra"
[A9-13] "Tumulo di Darraud"
[AA-13] "Boyd il Bottaio"
[AB-13] "Tumulo del vecchio Vinter"
[AC-13] "Chiesa di Houton"
[AD-13] "Torre dell'Isola, Livello 3"
[AE-13] "Camere di Mannanan"
[AF-13] "Il Pub di Trowie"
[B0-13] "Il Martello di Velluto - Armi e Corazze discriminate"
[B1-13] "Magazzino"
[B2-13] "Tempio di Caleigh"
[B3-13] "Fattoria di Finn"
[B4-13] "Covo di Ketill"
[B5-13] "Emporio di guerra di Thorvald il Folle"
[B6-13] "Il Liuto Grasso"
[B7-13] "Rovine di Dun Ailinne"
[B8-13] "Altare di Ardagh"
[B9-13] "Altare di Carrowmore"
[BA-13] "Rovine di Emain Macha"
[BB-13] "Rovine di Tara"
[BC-13] "Zone di Caccia"
[C1-13] "Nuovo Artefatto"
[C2-13] "Esperienza Guadagnata"
[C3-13] "Argento Guadagnato"
[C4-13] "Livello Aumentato!"
[C5-13] "Missione Completata"
[C6-13] "Nuova Arma"
[C7-13] "Nuova Armatura"
[C8-13] "Nuovo Manufatto"
[C9-13] "Oggetto Ricevuto"
[CA-13] "Nuova Melodia"
[CB-13] "Melodia Migliorata"
[CC-13] "Equipaggiamento"
[CD-13] "Mana"
[CE-13] "Limite di Evocazioni"
[CF-13] "Manufatti"
[D0-13] "Genera il Tuo Personaggio"
[D1-13] "Equipaggiamento"
[D2-13] "Opzioni"
[D3-13] "Melodie Acquisite:"
[D4-13] "Talenti Appresi:"
[D5-13] "Manufatti Trovati:"
[D6-13] "Argento:"
[D7-13] "Pietre della Vipera:"
[D8-13] ""
[D9-13] "Data for 'The Bard's Tale' on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted."
[DA-13] "[7F-00]"
[DB-13] "[80-00]"
[DC-13] "[81-00]"
[DD-13] "[82-00]"
[DE-13] "Una normale zampa di coniglio. Alcuni credono che porti fortuna."
[DF-13] "I ferri di cavallo hanno fama di fornire protezione dalla cattiva sorte, dai sortilegi e dal malocchio."
[E0-13] "Si dice che le quattro foglie del quadrifoglio rappresentino la Speranza, la Fede, l'Amore e la Fortuna."
[E1-13] "Guanti pesanti, confezionati con pelle di tasso, che trasferivano a chi li indossava una porzione della forza e della ferocia degli animali selvatici."
[E2-13] "Questa cintura, con la sua fibbia intagliata dal cuore di un'enorme quercia, forniva a chi l'indossava un'immensa forza."
[E3-13] "Antichi bracciali Firbolg, indossati da Firbolg d'alto rango e considerati simbolo di forza di carattere e fisica."
[E4-13] "Questo piccolo emblema era un tempo indossato dal leggendario eroe Fionnaoch. Si dice che al suo possessore fossero garantite maggior grazia e agilità."
[E5-13] "Questi stivali, un tempo indossati da Duncan MacClaidh, il grande guerriero delle Highlands, facevano parte di un set creato apposta per il mitico eroe. Gli altri sono andati perduti da tempo e senza dubbio non ne rimane che un paio."
