[00-00] "!MissingString!"
[A1-12] "Data is being saved to memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1. Do not remove the memory card (8MB)(for PlayStation®2) or the controller, or reset/switch off the console."
[A2-12] "Do you wish to save?"
[A3-12] "Old Bones"
[A4-12] "Forest Jail"
[A5-12] "Hold on, I just killed all of these buggers and now they're back again? Are you reading that properly?"
[A6-12] "Well, I may be embellishing a bit, it makes the story so much more exciting."
[AA-12] "Primary Concern -"
[AB-12] "Go to the cellar to investigate the rat problem."
[AC-12] "Put out fire."
[AD-12] "Defeat giant rat."
[AE-12] "Return to Mary."
[AF-12] "Talk to Mysterious old man outside of tavern."
[B0-12] "Find Bannafeet in the Fairyhaunt Woods."
[B1-12] "Go to the town well... And jump in."
[B2-12] "Go have a \"talk\" with Bannafeet."
[B3-12] "Free Ketill Swart from the Jail in Houton Forest."
[B4-12] "Pull the switches in the correct order to free the prisoners."
[B5-12] "Return to Bannafeet in the Fairyhaunt Woods."
[B6-12] "Journey to the town of Kirkwall and find Bodb."
[B7-12] "Find the right Bodb."
[B8-12] "Find your way through the darkened storage room."
[B9-12] "Learn about this Princess."
[BA-12] "Get the Magic Bell from Farmer Finn."
[BB-12] "Kill all the crows in the field."
[BC-12] "Return to Farmer Finn."
[BD-12] "Find Conner and convince him to win back Farmers' Daughter."
[BE-12] "Find the horse that has the Magic Bell."
[BF-12] "Return to Bodb."
[C0-12] "Go to Highland Park and get the instrument from the trow."
[C1-12] "Find Fnarf and get the instrument from him."
[C2-12] "Return to Bodb in Kirkwall."
[C3-12] "Go to the Forest Tower and defeat the tower guardian."
[C4-12] "Return to Bodb in Kirkwall."
[C5-12] "Travel to the Mountain Tower through the mountain pass."
[C6-12] "Find the Trow's sword to remove the curse."
[C7-12] "Find a way out of the Tomb."
[C8-12] "Go to the Mountain Tower and defeat the tower guardian."
[C9-12] "Go to Dounby and meet Dugan in the Aiken Drum."
[CA-12] "Journey to Greenlands to obtain the Shadow Axe from MacRath."
[CB-12] "Defeat the Nuckelavee."
[CC-12] "Bring MacRath to Dounby, maybe Dugan knows what the hell he's saying."
[CD-12] "Go to the ruins of MacRath's castle and get the Shadow Axe from the dungeon."
[CE-12] "Travel to Stromness and find a way to get to the Island Tower."
[CF-12] "Follow Hatcher to the Firbolg Mines."
[D0-12] "Travel through the Mines to the Island Tower."
[D1-12] "Find the Firbolg and bring Olav proof that he's dead."
[D2-12] "Return to Olav."
[D3-12] "Use upgraded bodyguard to dispel the magic gate."
[D4-12] "Go to the Island Tower and defeat the tower guardian."
[D5-12] "Go to Dounby, rescue Princess Caleigh, live happily ever after... Or at least for a week or so."
[D6-12] "BugBear Quest -"
[D7-12] "Investigate the Bugbear cairn."
[D8-12] "Return to Darraud."
[D9-12] "Ketill Swart -"
[DA-12] "Go to Neversdale to find the hideout."
[DB-12] "Go to Neversdale to capture Ketill."
[DC-12] "Capture Ketill Swart...again."
[DD-12] "Take Ketill back to Houton."
[DE-12] "Ogan -"
[DF-12] "Tell Ogan that his Mum says hello."
[E0-12] "Tell Ogan's Mum about his death."
[E1-12] "Barrel Maker -"
[E2-12] "Break lots of barrels!"
[E3-12] "Jean and Jacques -"
[E4-12] "Find Donnan, get the money he owes Jean and Jacques."
[E5-12] "Return to Jean and Jacques."
[E6-12] "Find Caitir, get the silver frog she owes Jean and Jacques."
[E7-12] "Return to Jean and Jacques."
[E8-12] "Finstown -"
[E9-12] "Go to Finstown, claim your just rewards."
[EA-12] "Trow Brothers -"
[EB-12] "Find the other Trow in Stromness."
[EC-12] "A common rat. I am referring of course to the animal and not the Bard."
[ED-12] "A cruel and vicious creature. Though still fragile this rat was easily the most foul tempered rodent anyone had ever laid eyes on. In this respect he just barely edged out the Bard."
[EE-12] "The Mercenary. Typical of his sort; crude, rude and very handy to have around in a fight. Once again certain parallels could be drawn to the Bard."
[EF-12] "A valient Knight, honest, brave, noble, nearly invincible in battle. Of course also not very bright but as we've seen with our own hero, nobody's perfect."
[F0-12] "The Heroine was deadly accurate with a crossbow and quite nimble in battle. The equal of most any man in combat. Worth about ten men of the Bard's type."
[F1-12] "A large rock and a strong arm. The Brute was extrememly good at smashing anything that got in his way. Almost makes you wish the Bard had an entire squad of these fellows."
[F2-12] "The Fire Elemental. A seething inferno of liquid fire, very effective at burning things up and not much else. This of course made it effective at one more thing than the Bard."
[F3-12] "A skeletal being from the plane of fire, the Behemoth was a fearsome opponent who could incinerate many opponents with a single devastating charge."
[F4-12] "Although fragile, the Thunder Spider could destroy most foes with a steady stream of lightning long before they were able to retaliate."
[F5-12] "Knockers are well known for their ingenuity in crafting fabulous devices and this one was no exception. His Lightning Rods could change the tide of battle in an instant."
[F6-12] "Once a daring finder of lost treasures, the Explorer was still adept at finding secrets and uncovering traps, getting out of the way of them however was a different matter."
[F7-12] "The Light Fairy. A curious creature attracted by Music, always happy to light the way when darkness closes in."
[F8-12] "Never before had there existed a creature like the Gouger, feeding off the very life energy of its foes, healing its allies all the while."
[F9-12] "The Bodyguard was sworn to defend his charges from any and all manner of ranged attack. Perhaps someone should have gotten him a larger shield."
[FA-12] "A dangerous temptress and assassin, the Rogue would draw her enemies in, then be gone in a flash leaving only pain and death in her wake. The Bard of course left a trail of pain and death in his wake without even trying."
[FB-12] "A study in contrasts, although a seemingly vile old witch she was an expert in providing aid to those wounded in battle."
[FC-12] "A being of pure magic, the Enchantress could work many beneficial magics to aid her allies in times of need."
[FD-12] "There are currently no quests."
[01-13] "Continuing with no memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 will prevent you from saving your progress during game play.  Continue?"
[02-13] "Continuing with an unformatted memory card (8MB)(for PlayStation®2) will prevent you from saving your progress during game play.  Continue?"
[03-13] "Continuing with an insufficient space on the memory card (8MB)(for PlayStation®2) will prevent you from saving your progress during game play.  Continue?"
[05-13] "Equipment"
[09-13] "A common rabbits foot. Often thought to bring good luck."
[0A-13] "Horseshoes are reputed to provide protection from bad luck, sorceries, and the evil eye."
[0B-13] "It is said the 4 leaves of the clover represent Hope, Faith, Love, and Luck. Only that final trait was something we could expect from the Bard."
[0C-13] "Heavy gloves made from the hide of a badger that imparted some of the animals strength and ferocity into the wearer. Tragically they also smelled very much like a dead Badger."
[0D-13] "This belt, with its buckle made from the heart of a mighty oak imbued its wearer with enormous strength."
[0E-13] "Ancient Firbolg armbands, worn by Firbolgs of high standing and said to represent strength of character as well as physical strength. These Armbands passed down from father to son to worthless Bard contain the strength of every Firbolg who has ever worn them."
[0F-13] "This small token was once worn by the legendary hero Fionnaoch. It was said to give its wearer added grace and agility."
[10-13] "These boots once worn by the great highland warrior Duncan MacClaidh were one pair in a set made for the mighty hero. The rest have been lost to time and there is no doubt that there can be only one pair surviving to this day."
[11-13] "A worn and ancient stone reportedly struck by several bolts of lightning in a great storm thousands of years ago. Although many throughout history have tried to capture lightning in a bottle, the Bard would have to settle for a stone."
[12-13] "A finely wrought torc of silver, this magnificent piece is certain to enhance the appearance of anyone who wears it."
[13-13] "A symbol of power and leadership, the wearer of this crown found it easy to garner the respect of others. Once worn by kings and other men of great stature, This golden coronet was now worn by... The Bard. Talk about a step down."
[14-13] "The legendary Bard Ossian once wore this fine mantle. A great man, respected and loved by the commonfolk as well as the nobles of his time, the name of Ossian inspires others to this day. One could only hope that some of his greatness would rub off on our own Bard, of course one could also hope for sheep to fly."
[15-13] "This charm made from a mixture of copper and silver was enchanted to bring its bearer good health."
[16-13] "A locket made by the wee folk of the southern islands, such charms were often known to bring long life and good health to their bearers. Of course this particular charm also heald a terrible curse... muahahaha... Oh, alright there was no curse but I can dream can't I?"
[17-13] "This glass container held the tears of Queen Medb of Connacht legendary for her battles with the Hero Cuchulainn."
[18-13] "This Charm was enchanted by the Trow Fnarf to aid him with his poor musicianship. Well, its new owner isn't much of a step up from a Trow."
[19-13] "Originally unearthed in the ruins of ancient Tara, this ring once belonged to a great musician and now passes on a portion of his talent."
[1A-13] "Once belonging to a mighty king, this cup is said to break apart with lies and be mended only by the truth. It seems to have picked up some cracks since coming into the Bard's possession."
[1B-13] "The Golden Thistle, long a symbol of the land and its people. This ring brings with it the blessings of the land, increasing the health of its wearer."
[1C-13] "An ancient tome containing many popular myths and legends such as the cycle of Fionn which tells of the great deeds of the Four Brothers. Four Brothers... Now that does sound familiar."
[1D-13] "A book once thought lost, it is an ancient codex of laws and religous texts. Of course the Bard never actually bothered to read it."
[1E-13] "This Golden Spyglass was created by the ancient alchemist Lyral of Howth. It is reputed to allow its user to locate nearby items of worth."
[1F-13] "The Cloak once worn by the self styled King of the Trow, Broonie. No doubt old Broonie is keeping an eye out for whoever stole it from him. Hopefully he'll catch up to the Bard in a later chapter."
[20-13] "An amulet bearing the symbol of the Sea God Llyr. Whoever wears it is protected from harm."
[21-13] "A chip from the Lia Fail or \"stone of destiny\" which is reputed to foretell the coming of a King by roaring when he sets foot upon it. It of course made no noise upon coming into the possession of the Bard."
[2F-13] "None"
[30-13] "Sword:"
[31-13] "Two-Handed:"
[32-13] "Dirk:"
[33-13] "Flail:"
[34-13] "Ranged:"
[35-13] "Instrument:"
[36-13] "Armor:"
[37-13] "Shield:"
[38-13] "Allows the Bard to equip and use Two-Handed weapons."
[39-13] "Allows the Bard to fight with a dirk in one hand and a sword in the other."
[3A-13] "Allows the Bard to equip and use a flail."
[3B-13] "The Bard will automatically bash with his shield after blocking, stunning his enemy."
[3C-13] "The Bard will counterattack in a circle after blocking, knocking down his enemies. Used with the dual wield skill."
[3D-13] "The bard will counterattack in a circle after blocking, knocking down his enemies. Used with the two-handed weapon skill."
[3E-13] "A powerful charging attack which stuns enemies. Used with the sword skill. Hold and release the attack button to activate."
[3F-13] "A deadly charging attack. Used with the dual wield skill. Hold and release the attack button to activate."
[40-13] "A damaging spinning attack. Used with the two-handed weapon skill. Hold and release the attack button to activate."
[41-13] "A powerful spinning attack which stuns enemies. Used with the flail skill. Hold and release the attack button to activate."
[42-13] "A powerful ranged shot which passes through its target. Used with the ranged skill. Hold and release the attack button to activate."
[43-13] "A ranged attack that fires multiple arrows which pass through their targets. Used with the ranged skill. Hold and release the attack button to activate."
[44-13] "Gives the Bard a chance to score a critical hit on his enemies, inflicting additional damage."
[45-13] "An improved chance to score a more deadly critical hit."
[46-13] "The Bard gains bonus coins for any treasure he finds."
[54-13] "Golden Thistle Ring"
[55-13] "White Book of Rhydderch"
[56-13] "White Book of Hergest"
[57-13] "Golden Spyglass"
[58-13] "Broonie's Cloak"
[59-13] "Amulet of Llyr"
[5A-13] "Falstone"
[5D-13] "Reward"
[5E-13] "- empty -"
[5F-13] "The DUALSHOCK®2 analog controller is not detected.  Please insert a DUALSHOCK®2 analog contoller into controller port 1"
[60-13] "Cancel"
[61-13] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has changed since beginning the game.  Please replace the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 that was present when starting this game."
[62-13] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has been removed.  Please replace the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 that was present when starting this game."
[63-13] "Save Complete!"
[64-13] "Load Complete!"
[65-13] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is not initialized for use with this title.  \"The Bard's Tale\" requires 389KB to save data.  Do you want to initialize the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1?"
[66-13] "Continuing without initializing the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 will prevent you from saving your progress during game play.  Continue?"
[67-13] "No memory card (8MB)(for PlayStation®2) inserted in MEMORY CARD slot 1. Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for \"The Bard's Tale\"  in MEMORY CARD slot 1."
[68-13] "Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is unformatted.  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for \"The Bard's Tale\" in MEMORY CARD slot 1."
[69-13] "Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 does not contain a saved game for \"The Bard's Tale\".  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for \"The Bard's Tale\" in MEMORY CARD slot 1."
[6A-13] "Please select a saved game to load."
[6B-13] "Please select a slot for your saved game."
[6D-13] "Upgraded Mercenary"
[6E-13] "Upgraded Knight"
[6F-13] "Upgraded Heroine"
[70-13] "Upgraded Brute"
[71-13] "Upgraded Elemental"
[72-13] "Upgraded Behemoth"
[73-13] "Upgraded Thunder Spider"
[74-13] "Upgraded Knocker"
[75-13] "Upgraded Crone"
[76-13] "Upgraded Enchantress"
[77-13] "Upgraded BodyGuard"
[78-13] "Upgraded Rogue"
[79-13] "Upgraded Explorer"
[7A-13] "Upgraded Gouger"
[7B-13] "Upgraded Light Fairy"
[7C-13] "Rat"
[7D-13] "Vorpal Rat"
[87-13] "Savegame Setup"
[88-13] "Load Game"
[89-13] "Reading memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1..."
[8A-13] "The Infernal Prison"
[8B-13] "O'dells Arms and Armor"
[8C-13] "Chateau D'Reynard"
[8D-13] "Caitir's House"
[8E-13] "Donnan's House"
[8F-13] "The Aiken Drum"
[90-13] "Dounby Tower, Courtyard"
[91-13] "Dounby Tower, Level 1"
[92-13] "Dounby Tower, Level 2"
[93-13] "Dounby Tower, Level 3"
[94-13] "Dounby Tower, Level 4"
[95-13] "Dounby Tower, Level 5"
[96-13] "Dounby Tower, Level 6"
[97-13] "Dounby Tower, Level 7"
[98-13] "Dounby Tower, Level 8"
[99-13] "Dounby Tower, Level 9"
[9A-13] "Dounby Tower, Level 10"
[9B-13] "Dounby Tower, Level 11"
[9C-13] "Fionnaoch's Chamber"
[9D-13] "Dirk's Previously Owned Gear"
[9E-13] "Silkbeard's Headquarters"
[9F-13] "Obligatory Lava Level"
[A0-13] "Greenlands, Southern Plains"
[A1-13] "Meanwhile in Kirkwall..."
[A2-13] "Atop a Tower in Dounby"
[A3-13] "Fionnaoch's Chamber, Dounby Tower"
[A4-13] "Meanwhile outside of the Tower..."
[A5-13] "Sheriff's Office"
[A6-13] "Blackhammer Smithy"
[A7-13] "Forest Jail"
[A8-13] "Broch"
[A9-13] "Darraud's Broch"
[AA-13] "Boyd's Barrels"
[AB-13] "Old Man Vinter's Broch"
[AC-13] "Kirk o' Houton"
[AD-13] "Island Tower, Level 3"
[AE-13] "Mannanan's Chamber"
[AF-13] "Trowie's Pub"
[B0-13] "The Velvet Hammer - Discriminating Weapons and Armor"
[B1-13] "Storage Room"
[B2-13] "Temple of Caleigh"
[B3-13] "Finn's Farm"
[B4-13] "Ketill's Hideout"
[B5-13] "Crazy Thorvald's War Emporium"
[B6-13] "The Fat Lute"
[B7-13] "Ruins of Dun Ailinne"
[B8-13] "Cairn of Ardagh"
[B9-13] "Cairn of Carrowmore"
[BA-13] "Ruins of Emain Macha"
[BB-13] "Ruins of Tara"
[BC-13] "Hunting Grounds"
[C1-13] "New Artifact"
[C2-13] "Experience Awarded"
[C3-13] "Silver Awarded"
[C4-13] "Level Up"
[C5-13] "Quest Complete"
[C6-13] "New Weapon"
[C7-13] "New Armor"
[C8-13] "New Token"
[C9-13] "Item Gained"
[CA-13] "New Tune"
[CB-13] "Upgraded Tune"
[CC-13] "Equipment"
[CD-13] "Mana"
[CE-13] "Summoning Limit"
[CF-13] "Tokens"
[D0-13] "Generate Your Character"
[D1-13] "Equipment"
[D2-13] "Options"
[D3-13] "Tunes Learned:"
[D4-13] "Talents Learned:"
[D5-13] "Tokens Found:"
[D6-13] "Silver:"
[D7-13] "Adderstones:"
[D8-13] "Continuing with corrupted data on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 will prevent you from saving your progress during game play.  Continue?"
[D9-13] "Data for \"The Bard's Tale\" on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted."
[DA-13] "[7F-00]"
[DB-13] "[80-00]"
[DC-13] "[81-00]"
[DD-13] "[82-00]"
[DE-13] "A common rabbits foot. Often thought to bring good luck."
[DF-13] "Horseshoes are reputed to provide protection from bad luck, sorceries, and the evil eye."
[E0-13] "It is said the 4 leaves of the clover represent Hope, Faith, Love, and Luck."
[E1-13] "Heavy gloves made from the hide of a badger that imparted some of the animals strength and ferocity into the wearer."
[E2-13] "This belt, with its buckle made from the heart of a mighty oak imbued its wearer with enormous strength."
[E3-13] "Ancient Firbolg armbands, worn by Firbolgs of high standing and said to represent strength of character as well as physical strength."
[E4-13] "This small token was once worn by the legendary hero Fionnaoch. It was said to give its wearer added grace and agility."
[E5-13] "These boots once worn by the great highland warrior Duncan MacClaidh were one pair in a set made for the mighty hero. The rest have been lost to time and there is no doubt that there can be only one pair surviving to this day."
[E6-13] "A worn and ancient stone reportedly struck by several bolts of lightning in a great storm thousands of years ago."
[E7-13] "A finely wrought torc of silver, this magnificent piece is certain to enhance the appearance of anyone who wears it."
[E8-13] "A symbol of power and leadership, the wearer of this crown found it easy to garner the respect of others."
[E9-13] "The legendary Bard Ossian once wore this fine mantle. A great man, respected and loved by the commonfolk as well as the nobles of his time, the name of Ossian inspires others to this day."
[EA-13] "This charm made from a mixture of copper and silver was enchanted to bring its bearer good health."
[EB-13] "A locket made by the wee folk of the southern islands, such charms were often known to bring long life and good health to their bearers."
[EC-13] "This glass container held the tears of Queen Medb of Connacht legendary for her battles with the Hero Cuchulainn."
[ED-13] "This Charm was enchanted by the Trow Fnarf to aid him with his poor musicianship."
[EE-13] "Originally unearthed in the ruins of ancient Tara, this ring once belonged to a great musician and now passes on a portion of his talent."
[EF-13] "Once belonging to a mighty king, this cup is said to break apart with lies and be mended only by the truth."
[F0-13] "The Golden Thistle, long a symbol of the land and its people. This ring brings with it the blessings of the land, increasing the health of its wearer."
[F1-13] "An ancient tome containing many popular myths and legends such as the cycle of Fionn which tells of the great deeds of the Four Brothers."
[F2-13] "A book once thought lost, it is an ancient codex of laws and religous texts."
[F3-13] "This Golden Spyglass was created by the ancient alchemist Lyral of Howth. It is reputed to allow its user to locate nearby items of worth."
[F4-13] "The Cloak once worn by the self styled King of the Trow, Broonie. No doubt old Broonie is keeping an eye out for whoever stole it from him."
[F5-13] "An amulet bearing the symbol of the Sea God Llyr. Whoever wears it is protected from harm."
[F6-13] "A chip from the Lia Fail or \"stone of destiny\" which is reputed to foretell the coming of a King by roaring when he sets foot upon it."
[F7-13] "A common rat."
[F8-13] "A cruel and vicious creature. Though still fragile this rat was easily the most foul tempered rodent anyone had ever laid eyes on."
[F9-13] "The Mercenary. Typical of his sort; crude, rude and very handy to have around in a fight."
[FA-13] "A valiant Knight, honest, brave, noble, nearly invincible in battle."
[FB-13] "The Heroine was deadly accurate with a crossbow and quite nimble in battle. The equal of most any man in combat."
[FC-13] "A large rock and a strong arm. The Brute was extrememly good at smashing anything that got in his way."
[FD-13] "The Fire Elemental. A seething inferno of liquid fire, very effective at burning things up and not much else."
[FE-13] "A skeletal being from the plane of fire, the Behemoth was a fearsome opponent who could incinerate many opponents with a single devastating charge."
[FF-13] "Although fragile, the Thunder Spider could destroy most foes with a steady stream of lightning long before they were able to retaliate."
[00-14] "Knockers are well known for their ingenuity in crafting fabulous devices and this one was no exception. His Lightning Rods could change the tide of battle in an instant."
[01-14] "Once a daring finder of lost treasures, the Explorer was still adept at finding secrets and uncovering traps, getting out of the way of them however was a different matter."
[02-14] "The Light Fairy. A curious creature attracted by Music, always happy to light the way when darkness closes in."
[03-14] "Never before had there existed a creature like the Gouger, feeding off the very life energy of its foes, healing its allies all the while."
[04-14] "The Bodyguard was sworn to defend his charges from any and all manner of ranged attack."
[05-14] "A dangerous temptress and assassin, the Rogue would draw her enemies in, then be gone in a flash leaving only pain and death in her wake."
[06-14] "A study in contrasts, although a seemingly vile old witch she was an expert in providing aid to those wounded in battle."
[07-14] "A being of pure magic, the Enchantress could work many beneficial magics to aid her allies in times of need."
[08-14] "Data for \"The Bard's Tale\" on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted.  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for \"The Bard's Tale\" that is not corrupted in MEMORY CARD slot 1."
[09-14] "The Tup"
[0A-14] "Finstown Bar"
[0B-14] "Druids Almanac"
[0C-14] "Arrows"
[0D-14] "Chianti"
[0E-14] "Bow"
[0F-14] "Brain"
[10-14] "Coal"
[11-14] "Diary"
[12-14] "Diploma"
[13-14] "Drinking Horn"
[14-14] "Druidic Pants"
[15-14] "Beer Bottle"
[16-14] "Eyeball"
[17-14] "Family Pictures"
[18-14] "Fertilizer"
[19-14] "Drinking Horn"
[1A-14] "Frozen Dinner"
[1B-14] "Frozen Pants"
[1C-14] "Gears"
[1D-14] "Meat"
[1E-14] "Lobster Bib"
[1F-14] "Mistletoe"
[20-14] "Stonehenge Keepsake"
[21-14] "Mutton"
[22-14] "Picnic Basket"
[23-14] "Autographed Picture"
[24-14] "Red Cloak"
[25-14] "Roasted Chicken"
[26-14] "Rotting Pants"
[27-14] "Seashells"
[28-14] "Self Help Book"
[29-14] "Sheepskin"
[2A-14] "Skinsalve"
[2B-14] "Pants"
[2C-14] "Snowglobe O' Houton"
[2D-14] "Steak"
[2E-14] "Swim Trunks"
[2F-14] "Trow Pants"
[30-14] "Viking Pants"
[31-14] "Wanted: The Bard"
[32-14] "That BarrelMaker certainly sells a lot of these things."
[33-14] "Who'd have thought that the undead would have such a demand for barrels?"
[34-14] "I always seem to find these things in the strangest places."
[35-14] "Press START button"
[36-14] "Quit game and return to the Main Menu.  Are you sure?"
[37-14] "[7B-00]OK"
[38-14] "The Bard's Tale"
[39-14] "Please press START to begin."
[3A-14] "Save Game"
[3B-14] "Back"
[3C-14] "BACK"
[3D-14] "N/A"
[3E-14] "N/A"
[3F-14] "Your Xbox doesn't have enough free blocks to save games. You need 41 more blocks. You may choose to continue without saving or free blocks with the Xbox Dashboard."
[40-14] "Replace previous Chapter Progress? Are you sure?"
[41-14] "Unable to save Chapter Progress. Press [7E-00] to continue."
[42-14] "Unable to load Chapter Progress. Press [7E-00] to continue."
[43-14] "N/A"
[44-14] "Saving."
[45-14] "Save Chapter Progress?"
[46-14] "Slot 1"
[47-14] "Please reconnect the controller and press START to continue."
[48-14] "Cancel"
[49-14] "N/A"
[4A-14] "N/A"
[4B-14] "Chapter Progress has been saved!"
[4C-14] "Chapter Progress has been loaded!"
[4D-14] "There is no Chapter Progress to be loaded."
[4E-14] "Continue without the ability to save Chapter Progress?"
[4F-14] "There is no Chapter Progress to be loaded."
[50-14] "There is no Chapter Progress to be loaded."
[51-14] "There is no Chapter Progress to be loaded."
[52-14] "From which slot should Chapter Progress be loaded?"
[53-14] "In which slot should Chapter Progress be saved?"
[54-14] "Unable to load Chapter Progress. Press [7E-00] to continue."
[55-14] "N/A"
[56-14] "Unable to load Chapter Progress. Press [7E-00] to continue."
[57-14] "Chapter Progress"
[58-14] "Loading Chapter Progress."
[59-14] "N/A"
[5A-14] "N/A"
[5B-14] "N/A"
[5C-14] "N/A"
[5D-14] "The Hidden Bluff"
[5E-14] "Retry"
[5F-14] "Loading a saved game will abort the current game?  Are you sure?"
[60-14] "Lord Bauder's Dungeon"
[61-14] "Lord Pershing's Danse Hall Macabre"
[62-14] "Lord Merrimont's Divination Chamber"
[63-14] "Lord Apono's Lecture Hall"
[64-14] "Chamber of Wrong Turns"
[65-14] "The Oubliette"
[66-14] "Lord Lokin's Hidden Niche"
[67-14] "Lord Fabian's Conservatory"
[68-14] "The Long Hallway"
[69-14] "Zombie Lounge"
[6A-14] "The Lair of Bad Things"
[6B-14] "The Passageway of Inevitable Demise"
[6C-14] "It occured to the Bard that perhaps a more magical solution to his current troubles might help."
[72-14] "New Area Revealed"
[7C-14] "Press [7D-00] to examine the stump."
[7D-14] "Press [7D-00] to loot the corpse."
[7E-14] "Quest Log"
[86-14] "-"
[8F-14] "This chest seems to be locked."
[90-14] "Extras"
[91-14] "Extras"
[92-14] "Art Gallery"
[93-14] "Art Gallery from"
[94-14] "Songs"
[95-14] "Songs from"
[96-14] "Movies"
[97-14] "Movies from"
[98-14] "Art Gallery 1"
[99-14] "Art Gallery 2"
[9A-14] "Art Gallery 3"
[9B-14] "Art Gallery 4"
[9C-14] "Art Gallery 5"
[9D-14] "Art Gallery 6"
[9E-14] "Art Gallery 7"
[9F-14] "Art Gallery 8"
[A0-14] "Art Gallery 9"
[A1-14] "Art Gallery 10"
[A2-14] "Beer Beer Beer"
[A3-14] "Tale of the Nuckelavee"
[A4-14] "You're a Foolish One"
[A5-14] "Here's to The Bard"
[A6-14] "Bad Luck - Ogan"
[A7-14] "Bad Luck -Wolves"
[A8-14] "Bad Luck - Minion"
[A9-14] "Bad Luck - Jail"
[AA-14] "Bad Luck - Lava Life"
[AB-14] "Bad Luck - Lava Death"
[AC-14] "Introduction"
[AD-14] "Ending 1"
[AE-14] "Ending 2"
[AF-14] "Ending 3"
[B0-14] "Outtakes"
[B1-14] "The Bard's Tale Logo"
[B2-14] "Movie 7"
[B3-14] "Movie 8"
[B4-14] "Movie 9"
[E4-14] "Mana Cost:"
[E5-14] "Ranged Damage:"
[E6-14] "Special:"
[E7-14] "The Mercenary will flail around with his axe, knocking foes to the ground."
[E8-14] "The Mercenary will flail around with his axe, knocking foes to the ground."
[E9-14] "The Knight will bash foes with his shield, stunning them."
[EA-14] "The Knight will bash foes with his shield, stunning them."
[EB-14] "The Heroine fires a burst of crossbow bolts at her foes."
[EC-14] "The Heroine fires a burst of crossbow bolts at her foes."
[ED-14] "The Brute launches a boulder in combat stunning and damaging foes in an area."
[EE-14] "The Brute launches a boulder in combat stunning and damaging foes in an area."
[EF-14] "None"
[F0-14] "The Vorpal Rat launches itself at foes from a great distance."
[F1-14] "The Explorer makes himself useful by disarming traps and picking up loot."
[F2-14] "The Explorer makes himself useful by disarming traps, opening secret doors and picking up loot."
[F3-14] "The Light Fairy will not only light the way in dark places but will also blind enemies in combat, stunning them."
[F4-14] "The Light Fairy will not only light the way in dark places but will also blind enemies in combat, stunning them."
[F5-14] "The Gouger drains enemies of their health and then uses the energy to heal its allies."
[F6-14] "The Gouger drains enemies of their health and then uses the energy to heal its allies."
[F7-14] "The Thunder Spider stuns opponents with its lightning attack."
[F8-14] "The Thunder Spider stuns opponents with its lightning attack chaining bolts from one enemy to another."
[F9-14] "The Knocker uses charged lightning rods to attack multiple enemies at a time."
[FA-14] "The Knocker uses charged lightning rods to attack multiple enemies at a time."
[FB-14] "The Elemental throws balls of fire, burning foes in an area."
[FC-14] "The Elemental throws balls of fire, burning foes in an area."
[FD-14] "The Behemoth charges in combat, causing a damaging explosion when it hits. When in close quarters it uses its fiery breath to char its enemies."
[FE-14] "The Behemoth charges in combat, causing a damaging explosion when it hits. When in close quarters it uses its fiery breath to char its enemies."
[FF-14] "The Crone will heal injured allies in combat."
[00-15] "The Crone will heal injured allies in combat as well as cursing enemies, causing them to run in fear."
[01-15] "The Enchantress uses her mystical powers to reverse time, bringing allies back from the dead."
[02-15] "The Enchantress uses her mystical powers to alter time, bringing allies back from the dead and slowing her foes."
[03-15] "The Bodyguard taunts ranged foes in combat, causing them to attack him instead of his allies."
[04-15] "The Bodyguard taunts ranged foes in combat, causing them to attack him instead of his allies. He is also able to absorb magic with his shield, making him impervious to magical attacks."
[05-15] "The Rogue taunts melee foes in combat, causing them to attack her as she evades them and counters with her daggers."
[06-15] "The Rogue taunts melee foes in combat, causing them to attack her as she evades them and counters with her poisoned daggers."
[07-15] "[7D-00] Description"
[08-15] "[7D-00] Statistics"
[09-15] "The Nuckelavee"
[10-15] "Press [83-00] to close the menu."
[11-15] "Press [84-00] to close the menu."
[12-15] "Press [85-00] to close the menu."
[13-15] "Press [86-00] to close the menu."
[14-15] "Release [83-00] to close the menu."
