[01-00] "Qui Erik il Vichingo giace, a Valhalla ora combatte, così assai gli piace."
[7A-17] "Bene, hai capito come funziona ora, ragazzo? Puoi provare gli altri pulsanti di Comando per sviluppare le tue strategie. Ora, talvolta potresti voler sbarazzarti della creatura che hai invocato."
[93-17] "Premi [7D-00] per selezionare questo oggetto: [02-26]."
[96-17] "Premi [7D-00] per fare una domanda riguardo [02-26]."
[97-17] "Premi [7D-00] per tirare la [02-26]."
[A0-17] "Cosa? Ma di che diavolo stai parlando? Quale "tasto"? Sei completamente pazzo, vero? Lo sai, mi ricordi un tipo che conoscevo... non smetteva mai di parlare con un topo!"
[E8-17] "Perfetto, ragazzo. Avrai notato che invece di tenere premuto il tasto, devi sincronizzare la tua difesa con l'attacco del nemico."
[F3-17] "Prima che tu scenda per affrontare quel ratto gigante, voglio essere sicuro che tu sappia il fatto tuo."
[F4-17] "Se tieni così tanto alla pelle, ho qui un piccolo ciondolo che ti può proteggere dai pericoli."
[F5-17] "Ho scoperto che gli sconosciuti misteriosi che offrono doni di solito portano anche guai."
[F6-17] "Mostrami quello che sai fare."
[F7-17] "Chi è lei? E' bellissima. Prenderò l'amuleto, vecchio."
[F8-17] "Ecco qui, ragazzo."
[F9-17] "Premi il tasto 1"
[FA-17] "Premi il tasto 2"
[FB-17] "Premi il tasto 3"
[FC-17] "Premi il tasto 4"
[FD-17] "Premi il pulsante 1"
[FE-17] "Premi il pulsante 2"
[FF-17] "Premi il pulsante 3"
[00-18] "Premi il pulsante 4"
[0D-18] "Cosa? Ma di che diavolo stai parlando? Sei completamente pazzo, vero? Lo sai, mi ricordi un tipo che conoscevo... non smetteva mai di parlare con un topo!"
[0E-18] "Perfetto, ragazzo. Avrai notato che invece di tenere premuto il tasto, devi sincronizzare la tua difesa con l'attacco del nemico."
[0F-18] "Tieni premuto il tasto Menu Armi Corpo a Corpo."
[10-18] "Tieni premuto il tasto Menu Armi Speciali."
[11-18] "Tieni premuto il tasto Menu Invocazioni."
[12-18] "Tieni premuto il tasto Menu Artefatto."
[58-18] "Para: [1D-26]"
[59-18] "Invoca Ragno Elementare: [1B-26], [1A-26]"
[E3-18] "Invoca Ragno Elementare: [7B-00], [7D-00]"
[E4-18] "Elimina Ragno [86-00], [7B-00], [7D-00]"
